doi,number,title,keywords,abstract,year
https://doi.org/10.1016/j.jnca.2024.103905,,"Artificial Intelligence of Things (AIoT) for smart agriculture: A review of architectures, technologies and solutions","Artificial Intelligence of Things, Smart agriculture, Internet of Things, Machine learning, Sensors","The Artificial Intelligence of Things (AIoT), a combination of the Internet of Things (IoT) and Artificial Intelligence (AI), plays an increasingly important role in smart agriculture (SA). AIoT has been adopted in many applications including agriculture, such as crop yield estimation, soil and water conservation, pest and disease detection and supply chain management. While there are plenty of studies on AIoT applications in healthcare, smart cities, manufacturing, and transportation, SA still has a small share of the reported research. This paper presents a comprehensive review of the existing literature in AIoT and Federated Learning (FL) for SA. It identifies current and potential challenges and provides research direction for the future investment in both academia and industry.",2024
https://doi.org/10.1016/j.imu.2022.101153,,"Patient generated health data and electronic health record integration, governance and socio-technical issues: A narrative review","Electronic health records, Governance, Health information standards, Integration, Patient generated health data","Patients' health records have the potential to include patient generated health data (PGHD), which can aid in the provision of personalized care. Access to these data can allow healthcare professionals to receive additional information that will assist in decision-making and the provision of additional support. Given the diverse sources of PGHD, this review aims to provide evidence on PGHD integration with electronic health records (EHR), models and standards for PGHD exchange with EHR, and PGHD-EHR policy design and development. The review also addresses governance and socio-technical considerations in PGHD management. Databases used for the review include PubMed, Scopus, ScienceDirect, IEEE Xplore, SpringerLink and ACM Digital Library. The review reveals the significance, but current deficiency, of provenance, trust and contextual information as part of PGHD integration with EHR. Also, we find that there is limited work on data quality, and on new data sources and associated data elements, within the design of existing standards developed for PGHD integration. New data sources from emerging technologies like mixed reality, virtual reality, interactive voice response system, and social media are rarely considered. The review recommends the need for well-developed designs and policies for PGHD-EHR integration that promote data quality, patient autonomy, privacy, and enhanced trust.",2023
https://doi.org/10.1016/j.isci.2024.109812,6.0,AI and climate resilience governance,"Natural sciences, Earth sciences, Environmental science, Environmental policy, Social sciences","Summary
While artificial intelligence (AI) offers promising solutions to address climate change impacts, it also raises many application limitations and challenges. A risk governance perspective is used to analyze the role of AI in supporting decision-making for climate adaptation, spanning risk assessment, policy analysis, and implementation. This comprehensive review combines expert insights and systematic literature review. The study’s findings indicate a large emphasis on applying AI to climate “risk assessments,” particularly regarding hazard and exposure assessment, but a lack of innovative approaches and tools to evaluate resilience and vulnerability as well as prioritization and implementation process, all of which involve subjective, qualitative, and context-specific elements. Additionally, the study points out challenges such as difficulty of simulating complex long-term changes, and evolving policies and human behavior, reliance on data quality and computational resources, and the need for improved interpretability of results as areas requiring further development.",2024
https://doi.org/10.1016/j.heliyon.2024.e32975,12.0,Blockchain governance and trust: A multi-sector thematic systematic review and exploration of future research directions,"Blockchain technology, Governance, Systematic literature review, Trust, Multi-sector","This paper aims to critically examine the scholarly work conducted in blockchain (BC) governance. Without venturing into the wide range of governance paradigms, this research considers governance structures based on trust as a foundation for BC governance. A thematic systematic literature review is conducted to understand the literature on this topic, employing the SALSA (Search, Appraisal, Synthesis and Analysis) technique. An examination of 155 papers shows that using BC technology (BCT) replaces the cognitive attribution of trust in the material and human-independent code. It is also found that further research anchored to the ‘trust’ concept is required in building BC governance structures. To provide the direction in which the literature is travelling, future research questions on trust and governance are documented. In general, the literature review suggests that BC has the potential to revolutionize the way in which businesses operate. By improving transparency, efficiency, and security, BC can help businesses to reduce costs, improve customer satisfaction, and make better decisions. This research can help policymakers, industrialists, and researchers to identify where BC governance is being used and which aspects of governance are to be focused on. This paper is a general review of literature and evidence on contemporary developmental issues.",2024
https://doi.org/10.1016/j.cosust.2023.101290,,Cyber-physical systems in water management and governance,,"Water governance is facing rapid transformations as cyber-physical systems (CPS) are deployed across water-related sectors and river basins. These CPS — often considered as artificial intelligence-enabled, automated or ‘smart’ technological systems — are promoted for improving monitoring, management and governance of hydrological systems. We review recent applications of CPS, highlighting their diverse functions across the water cycle, including in rural, urban and coastal settings. We then focus on how smart technologies connect to people, policy and ecosystems. Key to our argument is that integrating the social and ecosystem dimensions into CPS research and design will be vital for sustainable transformations in water management and governance, as per a cybernetic approach. This includes consideration of social data requirements, end-user experience, sociopolitical and environmental impacts, as well as acceptability, of CPS.",2023
https://doi.org/10.1016/j.esg.2022.100137,,Arrays and algorithms: Emerging regimes of dispossession at the frontiers of agrarian technological governance,"Precision agriculture, Big data, Solar, Governance, Regimes of dispossession","Emerging technologies in food and energy systems present unique problems of resource governance. Here, we present distinct case studies to examine two emerging technologies in energy and food systems; solar parks in India and precision agriculture technologies in the US. We ask the following question: How do existing modes of governance of new and emerging technologies create physical and virtual dispossessionary enclosures for rural producers? We argue that emerging technologies for sustainability in energy and food systems present unique problems of resource governance, insofar as the neoliberal state enables energy and agritech firm hegemony at the expense of local producers. Albeit unevenly, such technological interventions have brought some social and environmental benefits to people and the environment. However, we contend that the constellation of institutions, policies and regulatory approaches that govern these technologies in agrarian spaces constitute regimes of dispossession—socially and historically specific political apparatuses for coercively redistributing resources.",2022
https://doi.org/10.1016/j.worlddev.2022.106056,,Uncomfortable knowledge: Mechanisms of urban development in adaptation governance,"Urban development, Urban resilience, Land use policy, Growth machine, Politics of adaptation, Sustainable adaptation","Urban economic development is one of the primary engines of hazard exposure and differential social vulnerability, nevertheless, the drivers of urban development are rarely explicitly tackled in work on climate adaptation or resilience governance. When the imperative of urban economic and spatial growth is taken as a given, the mechanisms that perpetuate it remain unexplored and unquestioned. Lack of attention to such mechanisms, and specifically the politics of urban land use, can lead to ineffective planning and maladaptation. In this review, we explore the intersection of scholarship on urban climate adaptation governance and the political economy of urban development to identify the specific contemporary mechanisms that perpetuate uneven patterns of urban vulnerability and undermine adaptation planning. We are guided by three questions: What are the mechanisms that urban managers employ to assign rights and responsibilities to land, and thus allocate spatial exposure to risk? How is land implicated in cities’ efforts to finance themselves and their activities, and what are the implications for adaptation? What mechanisms enable urban actors to protect themselves from risk and respond to uncertainty? We emphasize the need to place urban climate governance within the broader political dynamics of urban development for more effective, equitable and ultimately sustainable vulnerability interventions. We find that instruments of urban development are often supporting the prioritization of economic rewards over equitable and just distribution of risk and rights to adaptation benefits. We conclude by highlighting the “uncomfortable knowledge” that if sustainable adaptation is to be achieved, the mechanisms of urban development and associated actors that shape, steer and utilize these instruments for a variety of means and goals, must be made visible and addressed.",2022
https://doi.org/10.1016/j.oneear.2022.02.004,3.0,"Scrutinizing environmental governance in a digital age: New ways of seeing, participating, and intervening","digital technologies, environmental governance, sensors, satellites, artificial intelligence, digital twins, sustainability, participation, environmental data, climate change, deforestation, fisheries","Summary
Digital technologies play an increasingly important role in addressing environmental challenges, such as climate change and resource depletion. Yet, the characteristics and implications of digitalized environmental governance are still under-conceptualized. In this perspective, we distinguish three dimensions of governance: (1) seeing and knowing, (2) participation and engagement, and (3) interventions and actions. For each dimension, we provide a critical perspective on the shifts that digital technologies generate in governance. We argue against the assumption that the use of digital technologies automatically results in improved outcomes or in more democratic decision-making. Instead, attention needs to be paid to the wider political and normative context in which digital technologies are proposed, designed, and used as environmental governance tools. We conclude with key questions for academics and policymakers to broaden the debate on responsible design and use of digital technologies in environmental governance.",2022
https://doi.org/10.1016/j.erss.2024.103608,,The co-benefits and risks of smart local energy systems: A systematic review,"Co-benefits, Local energy, Smart energy, Energy communities, Process, Impacts, Distribution","A transition to ‘smart’ local energy systems (SLES) could provide an opportunity to deliver a range of social, economic, technical and place-based co-benefits for SLES communities, alongside CO2 reduction. However, there could also be underlying factors that limit success. In this paper we present the results of a systematic literature review to outline the potential co-benefits and risks of taking a SLES approach to energy system change. This review identifies multiple potential co-benefits, as well as a range of risk factors which could affect delivery. In addition, we identified that several co-benefits are interconnected, whereby certain co-benefits cannot occur until other co-benefits have first been achieved. We propose three dimensions of SLES co-benefits and risks: process, impact, and distribution to aid understanding of how, where, why and when these co-benefits or risks could arise and who might be in receipt of them. However, we conclude that a more co-ordinated approach across a range of stakeholders is required to maximise beneficial outputs and to ameliorate risks.",2024
https://doi.org/10.1016/j.scs.2021.103278,,What makes a city ‘smart’ in the Anthropocene? A critical review of smart cities under climate change,"Smart cities, Climate change, Critical infrastructure, Urban resilience, Sustainable development","In recent years, smart cities have grown in popularity, both in research and in practice. The focus of smart city studies and policy initiatives has historically been on technology, particularly how information and communication technology can be leveraged to improve city functions. This focus has begun to shift towards sustainability, with many researchers calling for the development of smart, sustainable cities, which can aid efforts of climate change mitigation and adaptation. The connection between smart cities and climate change, however, is not clear. In this review article, we aim to synthesize the recent literature surrounding smart cities and climate change, and to discuss the benefits (or costs) of smart cities with regard to climate change mitigation and adaptation efforts. In particular, we focus on five key aspects of urban resilience to climate change: infrastructure, public health and well-being, accessibility and equity, sustainable systems, and governance. The literature reveals a higher level of emphasis on infrastructure resilience to climate change than the other categories. Moreover, the research areas differ in the level of connection between smart city initiatives and climate change adaptation and mitigation efforts. For example, within the critical infrastructure research area, studies on smart energy systems focus on climate change mitigation, particularly reducing emissions, while studies on smart water systems emphasize adaptation to future floods and droughts. Going beyond the aforementioned research areas, we discuss the role of big data in smart cities, including the benefits and challenges associated with collecting large amounts of data from smart technology, as well as the techniques needed to analyze such data. Finally, we highlight future directions that we believe the research on smart cities needs to focus on, based on the results from our literature review. These include infrastructure and disaster resilience, public health and social equity, and sustainability.",2021
https://doi.org/10.1016/j.giq.2023.101814,3.0,Barriers to artificial intelligence adoption in smart cities: A systematic literature review and research agenda,"Artificial intelligence, Adoption, Barriers, Research agenda, Smart cities, Systematic literature review, Technology-organization-environment (TOE)","Artificial intelligence (AI) plays a prominent role in smart cities' development and offers benefits to different services such as finance, healthcare, security, agriculture, transport, education, and manufacturing. Despite the expected benefits, the adoption of AI varies from one smart city to another, due in part to barriers that can inhibit a smart city from adopting AI. The aim of this paper is to provide a comprehensive view of the barriers faced by smart cities. Through a systematic literature review, this study identifies 18 primary and secondary barriers grouped into three main categories — technology, environment, and organization. This research contributes to the literature by developing a typology of AI adoption barriers based on the Technology-Organization-Environment (TOE) perspective. The typology provides a novel mapping of the barriers to AI adoption faced by smart cities and suggests directions for further investigation through a cohesive research agenda. At a practical level, the findings will allow policymakers, planners, and citizens to make more informed decisions about AI adoption. Practical implications are also proposed for guiding smart cities to increase the adoption of AI.",2023
https://doi.org/10.1016/j.scs.2022.103949,,A systematic survey of Internet of Things frameworks for smart city applications,"Smart cities, Internet of Things (IoT), Wireless sensor networks, IoT frameworks, IoT applications","Recent developments in smart sensing technologies have fostered the wide-spread utilization of smart city applications, which rely on Internet of Things (IoT) frameworks to work efficiently. The terms “smart city” and “IoT framework”, however, have been given several definitions, without consensus. Consequently, definitions of the terms “smart city” and “IoT framework” need to be condensed, consolidating concepts and guidelines of smart cities and IoT frameworks, as will be shown in this study. In addition, a systematic survey of IoT frameworks for smart city applications is presented, summarizing and comparing the technologies and architectures of IoT frameworks for smart city applications. As a result of this study, trends in IoT frameworks for smart city applications and a definition of the term “smart city” are provided. Materializing the findings achieved in this study, an abstract IoT framework concept for smart city applications is proposed. It is expected that the definition of the term “smart city” may be used as a basis for a generally accepted formal definition and that the proposed IoT framework concept may provide a strong foundation for successful IoT framework implementations in the context of smart city applications.",2022
https://doi.org/10.1016/j.clet.2021.100140,,The governance of dockless bike-sharing schemes: A systemic review of peer-reviewed academic journal papers between 2016 and 2019,"Dockless bicycle-sharing systems (DBSS), Sharing economy, Rebalancing, Government regulation, Collaborative governance","Since dockless bicycle-sharing systems (DBSS) first arose in China in 2016, studies have examined their governance. However, there has been no comprehensive review of the literature on DBSS. This paper presents the first systematic review of the burgeoning literature on the governance of DBSS. It maps key research themes, identifies research trends and provides a deeper understanding of the governance literature on DBSS. We searched the Web of Science (WoS), Scopus and China National Knowledge Infrastructure (CNKI) databases to identify 95 papers written in English or Chinese between 2016 and 2019 that address the governance of DBSS. A thematic coding of these papers was supported by bibliometric analysis and knowledge mapping using the VOSviewer. More papers are written in Chinese rather than English, focusing on Chinese cities. Although the time range of our literature search was between 2016 and 2019, the first paper was published in 2017. Four key themes in the governance of DBSSs were identified within the papers, and over time the papers shifted their focus from problem-finding and problem-defining to problem-solving. Discussion of the inherent characteristics of the sharing economy and the externalities underpinning the governance of DBSS (Theme 1) and rebalancing problems for DBSS (Theme 2) first arose in early 2017, whilst discussions of the government regulation of DBSS (Themes 3) and the cross-boundary governance models underpinning DBSS (Themes 4) first arose in mid-2017. This paper concludes with a discussion of the identified themes and trends in the context of the broader literature on bicycle sharing and identifies opportunities for further research.",2021
https://doi.org/10.1016/j.erss.2021.102383,,Connecting the grids: A review of blockchain governance in distributed energy transitions,"Blockchain, Peer-to-peer energy trading, Distributed energy systems, Energy decentralization, Energy transitions, Governance, Microgrid, Community-based energy (CBE), Accountability","Critical effects of global climate change urgently call for socio-technical transitions towards more efficient, flexible and cleaner energy systems. However, adequate regulatory frameworks and policy incentives are lagging behind. This paper focuses on the governance dynamics shaping technology-enabled transitions towards distributed energy systems. The purpose of this review is to assess the potential role of blockchain technology in enhancing the governance of sociotechnical energy transitions. For this, the paper reviews: (1) the governance arrangements shaping distributed energy transitions, (2) the emergence of blockchain-based solutions in the energy sector (focusing on P2P energy trading platforms) and, (3) the role of the blockchain in overcoming the governance limitations of distributed energy transitions. The study addresses emerging but interrelated niches of academic study from an integral conceptualization and synthesis of the literature. Rather than extensively covering these fields of research, the purpose is to connect these areas of academic knowledge and expand the theoretical understanding stemming from this convergence. The findings show the potential of blockchain-based governance to overcome institutional barriers related to trust-building and enhanced coordination for community-based energy transitions.",2022
https://doi.org/10.1016/j.scs.2021.103151,,Does scale matter? An overview of the “smart cities” literature,"Smart city, Smartness, Neighborhood, Street, Demystifying, Quality of life","The idea of “smart cities” emerged from the contemporary technological advancements and with the aim of enhancing cities’ performance and improving the quality of life. As it turns out, the emerging theories and definitions have not kept up with the speed of technological innovations and their utilities in urban lifestyles. This paper provides a comprehensive definition of smartness and its scope apropos of different geographic scales by conducting an extended literature review. The study concludes that the smart combination of technology-based and non-technology-based resolutions not only enhance the urban performance but also increase the quality of life of inhabitants.",2021
https://doi.org/10.1016/j.jiixd.2024.01.003,3.0,Connecting the indispensable roles of IoT and artificial intelligence in smart cities: A survey,"Smart city, Internet of Things, Artificial intelligence, Machine learning, Deep learning","The pace of society development is faster than ever before, and the smart city paradigm has also emerged, which aims to enable citizens to live in more sustainable cities that guarantee well-being and a comfortable living environment. This has been done by a network of new technologies hosted in real time to track the activities and provide smart solutions for the incoming requests or problems of the citizens. One of the most often used methodologies for creating a smart city is the Internet of Things (IoT). Therefore, the IoT-enabled smart city research topic, which consists of many different domains such as transportation, healthcare, and agriculture, has recently attracted increasing attention in the research community. Further, advances in artificial intelligence (AI) significantly contribute to the growth of IoT. In this paper, we first present the smart city concept, the background of smart city development and the components of the IoT-based smart city. This is followed up by a literature review of the research literature on the most recent IoT-enabled smart cities developments and breakthroughs empowered by AI techniques to highlight the current stage, major trends and unsolved challenges of adopting AI-driven IoT technologies for the establishment of desirable smart cities. Finally, we summarize the paper with a discussion of future research to provide recommendations for research direction in the smart city domain.",2024
https://doi.org/10.1108/IJEM-01-2023-0005,4.0,Future educational environment – Identification of smart campus topic trends using text mining,"Educational service, Smart campus, Smart technologies, Text mining, Topic modeling","Purpose
Recent attention to the developments focusing on the educational services has been noteworthy, with the educational environment specifically the smart campus emerging both as a domain and as an opportunity. As a domain worthy of exploration, a number of research efforts are being conceptualized around smart campus initiatives. The existing bouquet of research publications on smart campus provides a testimony of the enthusiasm and also exposes the heterogeneous attempts the domain has witnessed to date. The available evidence is still inadequate to provide clarity on the thrust areas of research around smart campus.
Design/methodology/approach
Given the understanding, this study intends to decode the domain to get an early impression of the focus of the research concentration around smart campus. Thereby the study resorts to an automated text-mining approach using Python on contents shortlisted systematically, and published between the period 2010 and May 2022, from select databases.
Findings
Based on the analysis it was possible to identify eight themes (i.e. smart campus characteristics, smart campus stakeholders, smart campus frameworks, smart campus technologies, smart campus infrastructure, smart campus evaluation, smart learning environment and smart campus applications) characterizing research efforts within the smart campus literature.
Originality/value
The themes around the smart campus showcase the thrust areas receiving attention. These characterize extant research endeavours in the smart campus domain and can offer useful pointers to researchers going forward. This awareness can also be beneficial to institutional leadership and technology providers intending to implement smart campus initiatives, contributing to the development of the educational environment.",2023
https://doi.org/10.1016/j.bcra.2023.100186,2.0,Blockchain-based governance models supporting corruption-transparency: A systematic literature review,"Blockchain governance, Token economy, Transparency, Smart contract, Web 3.0, DAOs","Corruption and lack of transparency remain critical challenges in governance systems around the world. These issues are often perpetuated by centralized systems and their manipulation by system administrators. Furthermore, the lack of data ownership and the monetization of user data by tech companies further increase concerns about transparency. In light of these concerns, this study aims to review existing blockchain-based governance models and identify best-practice governance models focusing on corruption transparency, their characteristics, and components. The research will also examine the role of a token economy in addressing trusted third-party issues related to asset ownership management. Furthermore, we discuss the effect of smart contracts, blockchain, decentralized autonomous organizations (DAOs), Web 3.0, and multifactor challenge set self-sovereign identity authentication (MFSSIA) as modern technologies to combat corruption and achieve transparency in the public sector. To achieve this, we conducted a systematic literature review (SLR) comprising peer-reviewed journals, proceedings, and book chapters published between 2012 and 2023. Using the SLR methodology, 45 primary and supporting studies have been selected for result extraction and analysis. Finally, we discovered seven blockchain-based governance models with their characteristics and primary components.",2024
https://doi.org/10.1016/j.scs.2022.103828,,Smart cities’ development in Spain: A comparison of technical and social indicators with reference to European cities,"Smart city, Internet of things (IoT), Smart mobility, Open data, Information and Communications Technology (ICT)","The evolution of the Spanish cities towards their digital transformation, integration of the Internet of Things (IoT), and improvement of social cohesion have been promoted by the government. However, this evolution has not yet been evaluated, and this assessment is considerably relevant as more than 200 M€ has been spent from the European Regional Development Fund (ERDF) through five calls divided into two national plans (2014–2020). In this evaluation, the projects of 61 beneficiary local entities have been analysed. The lines of action executed have been identified and compared, using standardised indicators, with the actions conducted in the European metropolis that are smart city references. The actions planned in the last call (Smart Territories National Plan) closely resemble the philosophy of the latest generation paradigm of smart cities (holistic approach and specialisation in topics such as tourism or intelligent buildings) from the initial point where the areas of technology, software, and governance were focused. This work offers a precise picture of the priorities and lines of the progress of smart cities at each period of the last decade and helps technicians and investigators evaluate executed projects and design new lines of development.",2022
https://doi.org/10.1016/j.cosust.2022.101157,,Rethinking the governance of urban infrastructural transformations: a synthesis of emerging approaches,,"Recent urban debates on the governance of sustainability transformations have witnessed an 'infrastructural turn'. Previously blacked-boxed, the role of infrastructures in sustainability transformations has been foregrounded by both growing academic scholarship and major investments in new infrastructural programs. How these changes are, and could be, governed remains somewhat opaque however, with traditional forms of knowledge and practices in need of urgent revision. To nuance public and academic debates, this paper synthesizes emerging approaches to the governance of transformative infrastructural change, revealing their underlying logics and potential contributions. These include appraisal of; alternative infrastructural pathways via ‘futuring’, their enactment via experimentation processes, supported by cross-domain coordination and new assessment methods. Such approaches may open new directions toward urban sustainability but also surface tensions and contradictions inherent to the governance of infrastructures.",2022
https://doi.org/10.1016/j.eswa.2023.119531,,"Digital twin-supported smart city: Status, challenges and future research directions","Digital twin, Smart city, Information management, Data management, Literature review","A city can be considered a carrier of multiple sources of data and information that are updated in real time and experiences continuous operation and development. Therefore, a system that can obtain and manage data/information gathered from different physical objects in a city in real time is needed. Digital twin (DT) technology is a virtual representation of an object or system that spans its lifecycle; it is updated from real-time data and uses simulation, machine learning and reasoning to help with decision-making. However, how to apply these features of the DT to better manage smart cities (SCs) has not yet been systematically summarized and analysed. In this study, 202 papers on DT-supported SCs are reviewed, based on which the drivers and challenges of applying DT-supported SCs and the solutions for the challenges were identified. In addition, this study explored the possible outcomes of applying DT-supported technologies in SCs. This study also contributes to the DT-supported SCs for city management research and practice.",2023
https://doi.org/10.1016/j.jvsvi.2024.100103,,Narrative review of advances in smart wearables for noncoronary vascular disease,"Wearables, Smartwatch, Mobile health technology, Vascular disease","Objective
Existing medical care for peripheral arterial disease, aortic aneurysms, and other forms of noncoronary vascular disease fails to integrate mobility, pain levels, and other real-time patient-generated health data, instead relying on formal hospital- or clinic-based evaluations. Wearable technology, such as smartwatches, is increasingly common and offers an opportunity to improve care by allowing the collection and use of these types of data.
Methods
We searched English language publications in MEDLINE and reviewed some of our work to perform this narrative review of wearable technology for noncoronary vascular disease.
Results
A wide range of patient-generated data may be collected using wearable technology using a spectrum of devices and platforms. There is very limited but growing work using wearable technology focused on noncoronary vascular disease. Preoperative mobility monitoring, reduction of postdischarge readmission after lower limb revascularization, and improvement of medication compliance are important examples of potential applications. We also identified several barriers to widespread use and acceptance of wearables such as patient acceptance, medical team burden, and data useability.
Conclusions
Wearable devices, such as smartwatches, offer the potential to fundamentally alter the management of noncoronary vascular disease by collecting real-time patient-generated data. There are several promising applications such as perioperative monitoring and medication compliance. Additional work on regulatory issues, cost-effectiveness, workflow integration, and acceptance by patients and clinicians will need to be completed before widespread use of wearables.",2024
https://doi.org/10.1016/j.giq.2022.101668,2.0,Understanding issues with stakeholders participation processes : A conceptual model of SPPs' dimensions of issues,"Stakeholders' participation processes, e-participation, Governance, Society, Multidisciplinary issues, Typology of issues, Conceptual model","Over the last decade, expanded participation among stakeholders has been increasingly adopted by both public and private organizations in different domains. This approach is used to strengthen the involvement of stakeholders in decision-making processes about meaningful decisions that will affect their communities. This paper aims to review, categorize, and offer a better understanding of the different issues that stakeholders' participation processes (SPPs). To meet this aim, a systematic literature review has been conducted. This paper has two main contributions. First, it presents a typology of issues that is arranged in nine categories: economic, efficiency and effectiveness, ethical, legislative, political, administration, socioeconomic, stakeholders and social, and technology. Second, it proposes a conceptual model of SPPs dimensions of issues. A real-world scenario of use of the proposed conceptual model and recommendations are presented.",2022
https://doi.org/10.1016/j.rser.2023.114176,,Sustainability challenges throughout the electric vehicle battery value chain,"Climate change, Automotive industry, Battery minerals, Sustainable supply of minerals, Energy supply","The global commitment to decarbonizing the transport sector has resulted in an unabated growth in the markets for electric vehicles and their batteries. Consequently, the demand for battery raw materials is continuously growing. As an illustration, to meet the net-zero emissions targets, the electric vehicle market demand for lithium, cobalt, nickel, and graphite will increase 26-times, 6-times, 12-times, and 9-times respectively between 2021 and 2050. There are diverse challenges in meeting this demand, requiring the world to embrace technological and knowledge advancements and new investments without provoking conflicts between competing goals. The uncertainties in a sustainable supply of battery minerals, environmental, social and governance complexities, and geopolitical tensions throughout the whole battery value chain have shaped the global and regional concerns over the success of transport decarbonization. Here, focusing on the entire value chain of electric vehicle batteries, the approaches adopted by regulatory agencies, governments, mining companies, vehicle and battery manufacturers, and all the other stakeholders are evaluated. Bringing together all these aspects, this literature review broadens the scope for providing multifaceted solutions necessary to optimize the goal of transport decarbonization while upholding sustainability criteria. Consolidating the previously fragmented information, a solid foundation for more in-depth research on existing difficulties encountered by governmental and industrial actors is created. The outcomes of this study may serve as a baseline to develop a framework for a climate smart and resource efficient supply of batteries considering the unique impacts of individual players.",2024
https://doi.org/10.1016/j.jestch.2021.04.005,,Smart roads: A state of the art of highways innovations in the Smart Age,"Smart road, Smart highway, Intelligent transport systems, Connected, Autonomous vehicles","The years we are experiencing are often identified as those of the Age of Smart Technologies. Smart is now a very popular term, with the meaning of clever, intelligent, sharp, quick on the uptake. Its extensive meaning can be grasped if we consider it as an acronym for Self-Monitoring Analysis and Reporting Technology to indicate the essential features of the innovative technologies that characterize today's society in its daily life. Thus, the advent of the Smart Age, which is therefore the era of smart technologies, has heavily characterized and modified many aspects of today's society compared to the past. In this panorama, some arising questions regard transport infrastructure systems and, first of all, road transport. This research proposes a focus on one main issue: how roads fit into this smart revolution? Actually, the paper aims to offer an overview of the smart approach in road engineering by proposing a broad discussion about the current state of innovation in the smart roads field, i.e. the roads of the Smart Age. After defining the key functions of a smart road, the paper reviews some innovative technologies that make these items effective. These are studied in depth both with regard to motorway-type infrastructures and urban roads and intersections, with attention to the various technological aspects and to the benefits perceivable by management, users and the community. The paper, therefore, offers a bird's eye view of this extremely dynamic sector with innovative technologies for a new intelligent and connected mobility, and discusses some of their criticalities and strengths allowing for optimization and development of new transport functions and services, improving energy efficiency and promoting social, economic and environmental sustainability.",2022
https://doi.org/10.1016/j.giq.2022.101774,1.0,AI adoption and diffusion in public administration: A systematic literature review and future research agenda,"Public administration, Public values, AI tensions, Absorptive capacity, Data governance, AI adoption, AI diffusion","Artificial Intelligence (AI) implementation in public administration is gaining momentum heralded by the hope of smart public services that are personalised, lean, and efficient. However, the use of AI in public administration is riddled with ethical tensions of fairness, transparency, privacy, and human rights. We call these AI tensions. The current literature lacks a contextual and processual understanding of AI adoption and diffusion in public administration to be able to explore such tensions. Previous studies have outlined risks, benefits, and challenges with the use of AI in public administration. However, a large gap remains in understanding AI tensions as they relate to public value creation. Through a systematic literature review grounded in public value management and the resource-based view of the firms, we identify technology-organisational-environmental (TOE) contextual variables and absorptive capacity as factors influencing AI adoption as discussed in the literature. To our knowledge, this is the first paper that outlines distinct AI tensions from an AI implementation and diffusion perspective within public administration. We develop a future research agenda for the full AI innovation lifecycle of adoption, implementation, and diffusion.",2023
https://doi.org/10.1016/j.erss.2020.101834,,"Identities, innovation, and governance: A systematic review of co-creation in wind energy transitions","Co-creation, Co-production, Participation, Social acceptance of renewable energy innovation, Wind energy, Renewable energy","The concepts co-creation and co-production increasingly find their way into research on renewable energy development. As an innovation paradigm ‘co-creation’ is believed to produce more legitimate and inclusive innovation processes, however, in the context of energy transitions there is still no consistent understanding of what the concept means and implies. This paper investigates the links between co-creation and wind energy development to explore the (potential) role of co-creation for research and practice. We do that through an exploratory systematic review of 51 papers that refer to co-creation and co-production in relation to wind energy development. The review identifies three different understandings of co-creation in the literature, namely co-production of identities and representations, co-creation of innovation in sociotechnical systems, and co-creation as participatory governance. The three perspectives capture how co-creation comes about and how it shapes relations between actors present in the sociotechnical assemblages of wind energy development. We show how the use of the concept of co-creation suggests new roles for citizens as co-creators and co-producers of electricity and planning decisions. We subsequently discuss what these roles suggest for the understanding of participation in renewable energy development and transitions more broadly.",2021
